"Statistic Label","Year","Settlements","UNIT","VALUE"
"Number of New Dwelling Completions","2015","Donegal, Co Donegal","Number","2"
"Number of New Dwelling Completions","2015","Dunkineely, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Laghy, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Mountcharles, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Pettigo, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","An Bun Beag-Doirí Beaga, Co Donegal","Number","2"
"Number of New Dwelling Completions","2015","Creeslough, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Dunfanaghy, Co Donegal","Number","4"
"Number of New Dwelling Completions","2015","An Fál Carrach, Co Donegal","Number","2"
"Number of New Dwelling Completions","2015","Mín Lárach, Co Donegal","Number","3"
"Number of New Dwelling Completions","2015","Anagaire, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Ardara, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Ailt An Chorráin, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","An Charraig, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","An Clochán Liath, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Gleann Cholm Cille, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Glenties, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Cill Charthaigh, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Killybegs, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Loch An Iúir, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Rann Na Feirste, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Buncrana, Co Donegal","Number","4"
"Number of New Dwelling Completions","2015","Ballyliffin, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Burnfoot, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Carndonagh, Co Donegal","Number","1"
"Number of New Dwelling Completions","2015","Carrigans, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Clonmany, Co Donegal","Number","1"
"Number of New Dwelling Completions","2015","Fahan, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Greencastle, Co Donegal","Number","1"
"Number of New Dwelling Completions","2015","Moville, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Muff, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Newtowncunningham, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Tievebane, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Letterkenny, Co Donegal","Number","17"
"Number of New Dwelling Completions","2015","Manorcunningham, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Carrowkeel, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Cnoc Na Muirleog, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Kilmacrennan, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Milford, Co Donegal","Number","2"
"Number of New Dwelling Completions","2015","Ramelton, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Rathmullen, Co Donegal","Number","10"
"Number of New Dwelling Completions","2015","Ballybofey-Stranorlar, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Castlefin, Co Donegal","Number","1"
"Number of New Dwelling Completions","2015","Convoy, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Lifford, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Raphoe, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","St. Johnston, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Gort An Choirce, Co Donegal","Number","1"
"Number of New Dwelling Completions","2015","Killygordan, Co Donegal","Number","1"
"Number of New Dwelling Completions","2015","Bridge End, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Kildrum, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Bun Na Leaca, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Culdaff, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Malin, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Carraig Airt, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Gleneely, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Drumkeen, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Quigleys Point, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Ballindrait, Co Donegal","Number","0"
"Number of New Dwelling Completions","2015","Carrickmacross, Co Monaghan","Number","7"
"Number of New Dwelling Completions","2015","Inniskeen, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2015","Castleblayney, Co Monaghan","Number","9"
"Number of New Dwelling Completions","2015","Ballybay, Co Monaghan","Number","1"
"Number of New Dwelling Completions","2015","Clones, Co Monaghan","Number","9"
"Number of New Dwelling Completions","2015","Newbliss, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2015","Rockcorry, Co Monaghan","Number","2"
"Number of New Dwelling Completions","2015","Monaghan, Co Monaghan","Number","2"
"Number of New Dwelling Completions","2015","Bellanode, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2015","Emyvale, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2015","Glasslough, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2015","Scotstown, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2015","Smithborough, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2015","Cabragh, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2015","Doohamlat, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2015","Clontibret, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2015","Oram, Co Monaghan","Number","2"
"Number of New Dwelling Completions","2015","Scotshouse, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2015","Annayalla, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2015","Dublin city and suburbs, Co Dublin","Number","1389"
"Number of New Dwelling Completions","2015","Cork city and suburbs, Co Cork","Number","215"
"Number of New Dwelling Completions","2015","Limerick city and suburbs, Counties Limerick & Clare","Number","87"
"Number of New Dwelling Completions","2015","Waterford city and suburbs, Counties Waterford & Kilkenny","Number","96"
"Number of New Dwelling Completions","2015","Galway city and suburbs, Co Galway","Number","52"
"Number of New Dwelling Completions","2015","Carlow, Counties Carlow & Laois","Number","17"
"Number of New Dwelling Completions","2015","Bray, Counties Wicklow & Dublin","Number","40"
"Number of New Dwelling Completions","2015","New Ross, Counties Wexford & Kilkenny","Number","1"
"Number of New Dwelling Completions","2015","Drogheda, Counties Louth & Meath","Number","58"
"Number of New Dwelling Completions","2015","Athlone, Counties Westmeath & Roscommon","Number","10"
"Number of New Dwelling Completions","2015","Ballinasloe, Counties Galway & Roscommon","Number","1"
"Number of New Dwelling Completions","2015","Clonmel, Counties Tipperary & Waterford","Number","19"
"Number of New Dwelling Completions","2015","Birr, Counties Offaly & Tipperary","Number","4"
"Number of New Dwelling Completions","2015","Carrick-on-Suir, Counties Tipperary & Waterford","Number","1"
"Number of New Dwelling Completions","2015","Lanesborough-Ballyleague, Counties Roscommon & Longford","Number","0"
"Number of New Dwelling Completions","2015","Portarlington, Counties Laois & Offaly","Number","6"
"Number of New Dwelling Completions","2015","Roosky, Counties Leitrim & Roscommon","Number","0"
"Number of New Dwelling Completions","2015","O'Briensbridge-Montpelier,Counties Clare & Limerick","Number","0"
"Number of New Dwelling Completions","2015","Holycross, Co Tipperary","Number","0"
"Number of New Dwelling Completions","2015","Graiguenamanagh-Tinnahinch, Counties Kilkenny & Carlow","Number","1"
"Number of New Dwelling Completions","2015","Conga, Counties Galway & Mayo","Number","0"
"Number of New Dwelling Completions","2015","Clonegal, Counties Wexford & Carlow","Number","2"
"Number of New Dwelling Completions","2015","Charlestown-Bellahy, Counties Mayo & Sligo","Number","0"
"Number of New Dwelling Completions","2015","Carrick-On-Shannon, Counties Leitrim & Roscommon","Number","6"
"Number of New Dwelling Completions","2015","Bunclody-Carrickduff, Counties Wexford & Carlow","Number","2"
"Number of New Dwelling Completions","2015","Blessington, Counties Wicklow & Kildare","Number","2"
"Number of New Dwelling Completions","2015","Rathluirc (Charleville), Counties Cork & Limerick","Number","1"
"Number of New Dwelling Completions","2016","Hacketstown, Co Carlow","Number","0"
"Number of New Dwelling Completions","2016","Rathvilly, Co Carlow","Number","0"
"Number of New Dwelling Completions","2016","Borris, Co Carlow","Number","0"
"Number of New Dwelling Completions","2016","Leighlinbridge, Co Carlow","Number","1"
"Number of New Dwelling Completions","2016","Muinebeag (Bagenalstown), Co Carlow","Number","0"
"Number of New Dwelling Completions","2016","Tullow, Co Carlow","Number","0"
"Number of New Dwelling Completions","2016","Tinriland, Co Carlow","Number","0"
"Number of New Dwelling Completions","2016","Ballon, Co Carlow","Number","0"
"Number of New Dwelling Completions","2016","Kernanstown, Co Carlow","Number","0"
"Number of New Dwelling Completions","2016","Kildavin, Co Carlow","Number","0"
"Number of New Dwelling Completions","2016","Myshall, Co Carlow","Number","0"
"Number of New Dwelling Completions","2016","Palatine, Co Carlow","Number","0"
"Number of New Dwelling Completions","2016","Rathtoe, Co Carlow","Number","0"
"Number of New Dwelling Completions","2016","Ballinabrannagh, Co Carlow","Number","4"
"Number of New Dwelling Completions","2016","Fennagh, Co Carlow","Number","0"
"Number of New Dwelling Completions","2016","Brittas, Co Dublin","Number","1"
"Number of New Dwelling Completions","2016","Newcastle, Co Dublin","Number","0"
"Number of New Dwelling Completions","2016","Rathcoole, Co Dublin","Number","44"
"Number of New Dwelling Completions","2016","Saggart, Co Dublin","Number","43"
"Number of New Dwelling Completions","2016","Balbriggan, Co Dublin","Number","56"
"Number of New Dwelling Completions","2016","Ballyboghil, Co Dublin","Number","27"
"Number of New Dwelling Completions","2016","Donabate, Co Dublin","Number","41"
"Number of New Dwelling Completions","2016","Garristown, Co Dublin","Number","1"
"Number of New Dwelling Completions","2016","Loughshinny, Co Dublin","Number","1"
"Number of New Dwelling Completions","2016","Lusk, Co Dublin","Number","8"
"Number of New Dwelling Completions","2016","Malahide, Co Dublin","Number","84"
"Number of New Dwelling Completions","2016","Portmarnock, Co Dublin","Number","4"
"Number of New Dwelling Completions","2016","Portrane, Co Dublin","Number","0"
"Number of New Dwelling Completions","2016","Rivermeade, Co Dublin","Number","0"
"Number of New Dwelling Completions","2016","Rush, Co Dublin","Number","31"
"Number of New Dwelling Completions","2016","Skerries, Co Dublin","Number","81"
"Number of New Dwelling Completions","2016","Swords, Co Dublin","Number","154"
"Number of New Dwelling Completions","2016","Kinsealy-Drinan, Co Dublin","Number","0"
"Number of New Dwelling Completions","2016","Oldtown, Co Dublin","Number","0"
"Number of New Dwelling Completions","2016","Naul, Co Dublin","Number","1"
"Number of New Dwelling Completions","2016","Balrothery, Co Dublin","Number","1"
"Number of New Dwelling Completions","2016","Kinsaley, Co Dublin","Number","10"
"Number of New Dwelling Completions","2016","Glencullen, Co Dublin","Number","1"
"Number of New Dwelling Completions","2016","Athy, Co Kildare","Number","10"
"Number of New Dwelling Completions","2016","Ballitore, Co Kildare","Number","2"
"Number of New Dwelling Completions","2016","Castledermot, Co Kildare","Number","0"
"Number of New Dwelling Completions","2016","Kilberry, Co Kildare","Number","0"
"Number of New Dwelling Completions","2016","Monasterevan, Co Kildare","Number","18"
"Number of New Dwelling Completions","2016","Ballyoulster, Co Kildare","Number","1"
"Number of New Dwelling Completions","2016","Celbridge, Co Kildare","Number","37"
"Number of New Dwelling Completions","2016","Clane, Co Kildare","Number","17"
"Number of New Dwelling Completions","2016","Kilcock, Co Kildare","Number","20"
"Number of New Dwelling Completions","2016","Leixlip, Co Kildare","Number","28"
"Number of New Dwelling Completions","2016","Maynooth, Co Kildare","Number","101"
"Number of New Dwelling Completions","2016","Straffan, Co Kildare","Number","3"
"Number of New Dwelling Completions","2016","Derrinturn, Co Kildare","Number","3"
"Number of New Dwelling Completions","2016","Rathangan, Co Kildare","Number","3"
"Number of New Dwelling Completions","2016","Naas, Co Kildare","Number","37"
"Number of New Dwelling Completions","2016","Ballymore Eustace, Co Kildare","Number","4"
"Number of New Dwelling Completions","2016","Brownstown, Co Kildare","Number","3"
