"STATISTIC","Statistic Label","TLIST(M1)","Month","C01947V02657","Local Authority","C02424V02930","Residential Units Commenced","UNIT","VALUE"
"HSM13","Commencement Notices","202102","2021 February","01","Carlow (County Council)","04","Number of residential units","Number","2"
"HSM13","Commencement Notices","202102","2021 February","01","Carlow (County Council)","05","Number of one-off residential units","Number","2"
"HSM13","Commencement Notices","202102","2021 February","02","Cavan (County Council)","03","Number of notices for residential development","Number","5"
"HSM13","Commencement Notices","202102","2021 February","02","Cavan (County Council)","04","Number of residential units","Number","8"
"HSM13","Commencement Notices","202102","2021 February","02","Cavan (County Council)","05","Number of one-off residential units","Number","4"
"HSM13","Commencement Notices","202102","2021 February","03","Clare (County Council)","03","Number of notices for residential development","Number","12"
"HSM13","Commencement Notices","202102","2021 February","03","Clare (County Council)","04","Number of residential units","Number","12"
"HSM13","Commencement Notices","202102","2021 February","03","Clare (County Council)","05","Number of one-off residential units","Number","12"
"HSM13","Commencement Notices","202102","2021 February","04","Cork (County Council)","03","Number of notices for residential development","Number","25"
"HSM13","Commencement Notices","202102","2021 February","04","Cork (County Council)","04","Number of residential units","Number","24"
"HSM13","Commencement Notices","202102","2021 February","04","Cork (County Council)","05","Number of one-off residential units","Number","24"
"HSM13","Commencement Notices","202102","2021 February","05","Donegal (County Council)","03","Number of notices for residential development","Number","19"
"HSM13","Commencement Notices","202102","2021 February","05","Donegal (County Council)","04","Number of residential units","Number","19"
"HSM13","Commencement Notices","202102","2021 February","05","Donegal (County Council)","05","Number of one-off residential units","Number","19"
"HSM13","Commencement Notices","202102","2021 February","06","Fingal (County Council)","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","202102","2021 February","06","Fingal (County Council)","04","Number of residential units","Number","8"
"HSM13","Commencement Notices","202102","2021 February","06","Fingal (County Council)","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","202102","2021 February","07","Galway (County Council)","03","Number of notices for residential development","Number","16"
"HSM13","Commencement Notices","202102","2021 February","07","Galway (County Council)","04","Number of residential units","Number","16"
"HSM13","Commencement Notices","202102","2021 February","07","Galway (County Council)","05","Number of one-off residential units","Number","16"
"HSM13","Commencement Notices","202102","2021 February","08","Kerry (County Council)","03","Number of notices for residential development","Number","12"
"HSM13","Commencement Notices","202102","2021 February","08","Kerry (County Council)","04","Number of residential units","Number","12"
"HSM13","Commencement Notices","202102","2021 February","08","Kerry (County Council)","05","Number of one-off residential units","Number","12"
"HSM13","Commencement Notices","202102","2021 February","09","Kildare (County Council)","03","Number of notices for residential development","Number","10"
"HSM13","Commencement Notices","202102","2021 February","09","Kildare (County Council)","04","Number of residential units","Number","35"
"HSM13","Commencement Notices","202102","2021 February","09","Kildare (County Council)","05","Number of one-off residential units","Number","9"
"HSM13","Commencement Notices","202102","2021 February","10","Kilkenny (County Council)","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","202102","2021 February","10","Kilkenny (County Council)","04","Number of residential units","Number","8"
"HSM13","Commencement Notices","202102","2021 February","10","Kilkenny (County Council)","05","Number of one-off residential units","Number","8"
"HSM13","Commencement Notices","202102","2021 February","11","Laois (County Council)","03","Number of notices for residential development","Number","6"
"HSM13","Commencement Notices","202102","2021 February","11","Laois (County Council)","04","Number of residential units","Number","6"
"HSM13","Commencement Notices","202102","2021 February","11","Laois (County Council)","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","202102","2021 February","12","Leitrim (County Council)","03","Number of notices for residential development","Number","2"
"HSM13","Commencement Notices","202102","2021 February","12","Leitrim (County Council)","04","Number of residential units","Number","2"
"HSM13","Commencement Notices","202102","2021 February","12","Leitrim (County Council)","05","Number of one-off residential units","Number","2"
"HSM13","Commencement Notices","202102","2021 February","14","Longford (County Council)","03","Number of notices for residential development","Number","2"
"HSM13","Commencement Notices","202102","2021 February","14","Longford (County Council)","04","Number of residential units","Number","13"
"HSM13","Commencement Notices","202102","2021 February","14","Longford (County Council)","05","Number of one-off residential units","Number","1"
"HSM13","Commencement Notices","202102","2021 February","15","Louth (County Council)","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","202102","2021 February","15","Louth (County Council)","04","Number of residential units","Number","44"
"HSM13","Commencement Notices","202102","2021 February","15","Louth (County Council)","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","202102","2021 February","16","Mayo (County Council)","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","202102","2021 February","16","Mayo (County Council)","04","Number of residential units","Number","15"
"HSM13","Commencement Notices","202102","2021 February","16","Mayo (County Council)","05","Number of one-off residential units","Number","7"
"HSM13","Commencement Notices","202102","2021 February","17","Meath (County Council)","03","Number of notices for residential development","Number","19"
"HSM13","Commencement Notices","202102","2021 February","17","Meath (County Council)","04","Number of residential units","Number","102"
"HSM13","Commencement Notices","202102","2021 February","17","Meath (County Council)","05","Number of one-off residential units","Number","17"
"HSM13","Commencement Notices","202102","2021 February","18","Monaghan (County Council)","03","Number of notices for residential development","Number","0"
"HSM13","Commencement Notices","202102","2021 February","18","Monaghan (County Council)","04","Number of residential units","Number","0"
"HSM13","Commencement Notices","202102","2021 February","18","Monaghan (County Council)","05","Number of one-off residential units","Number","0"
"HSM13","Commencement Notices","202102","2021 February","19","Offaly (County Council)","03","Number of notices for residential development","Number","2"
"HSM13","Commencement Notices","202102","2021 February","19","Offaly (County Council)","04","Number of residential units","Number","2"
"HSM13","Commencement Notices","202102","2021 February","19","Offaly (County Council)","05","Number of one-off residential units","Number","2"
"HSM13","Commencement Notices","202102","2021 February","20","Roscommon (County Council)","03","Number of notices for residential development","Number","3"
"HSM13","Commencement Notices","202102","2021 February","20","Roscommon (County Council)","04","Number of residential units","Number","10"
"HSM13","Commencement Notices","202102","2021 February","20","Roscommon (County Council)","05","Number of one-off residential units","Number","2"
"HSM13","Commencement Notices","202102","2021 February","21","Sligo (County Council)","03","Number of notices for residential development","Number","2"
"HSM13","Commencement Notices","202102","2021 February","21","Sligo (County Council)","04","Number of residential units","Number","2"
"HSM13","Commencement Notices","202102","2021 February","21","Sligo (County Council)","05","Number of one-off residential units","Number","2"
"HSM13","Commencement Notices","202102","2021 February","25","Westmeath (County Council)","03","Number of notices for residential development","Number","4"
"HSM13","Commencement Notices","202102","2021 February","25","Westmeath (County Council)","04","Number of residential units","Number","4"
"HSM13","Commencement Notices","202102","2021 February","25","Westmeath (County Council)","05","Number of one-off residential units","Number","4"
"HSM13","Commencement Notices","202102","2021 February","26","Wexford (County Council)","03","Number of notices for residential development","Number","9"
"HSM13","Commencement Notices","202102","2021 February","26","Wexford (County Council)","04","Number of residential units","Number","31"
"HSM13","Commencement Notices","202102","2021 February","26","Wexford (County Council)","05","Number of one-off residential units","Number","7"
"HSM13","Commencement Notices","202102","2021 February","27","Wicklow (County Council)","03","Number of notices for residential development","Number","0"
"HSM13","Commencement Notices","202102","2021 February","27","Wicklow (County Council)","04","Number of residential units","Number","0"
"HSM13","Commencement Notices","202102","2021 February","27","Wicklow (County Council)","05","Number of one-off residential units","Number","0"
"HSM13","Commencement Notices","202102","2021 February","29","Cork (City Council)","03","Number of notices for residential development","Number","4"
"HSM13","Commencement Notices","202102","2021 February","29","Cork (City Council)","04","Number of residential units","Number","69"
"HSM13","Commencement Notices","202102","2021 February","29","Cork (City Council)","05","Number of one-off residential units","Number","1"
"HSM13","Commencement Notices","202102","2021 February","30","Dublin (City Council)","03","Number of notices for residential development","Number","3"
"HSM13","Commencement Notices","202102","2021 February","30","Dublin (City Council)","04","Number of residential units","Number","4"
"HSM13","Commencement Notices","202102","2021 February","30","Dublin (City Council)","05","Number of one-off residential units","Number","2"
"HSM13","Commencement Notices","202102","2021 February","32","Dun Laoire/Rathdown (County Council)","03","Number of notices for residential development","Number","4"
"HSM13","Commencement Notices","202102","2021 February","32","Dun Laoire/Rathdown (County Council)","04","Number of residential units","Number","4"
"HSM13","Commencement Notices","202102","2021 February","32","Dun Laoire/Rathdown (County Council)","05","Number of one-off residential units","Number","2"
"HSM13","Commencement Notices","202102","2021 February","33","Galway (City Council)","03","Number of notices for residential development","Number","0"
"HSM13","Commencement Notices","202102","2021 February","33","Galway (City Council)","04","Number of residential units","Number","0"
"HSM13","Commencement Notices","202102","2021 February","33","Galway (City Council)","05","Number of one-off residential units","Number","0"
"HSM13","Commencement Notices","202102","2021 February","88","South Dublin Co. Co. (County Council)","03","Number of notices for residential development","Number","4"
"HSM13","Commencement Notices","202102","2021 February","88","South Dublin Co. Co. (County Council)","04","Number of residential units","Number","23"
"HSM13","Commencement Notices","202102","2021 February","88","South Dublin Co. Co. (County Council)","05","Number of one-off residential units","Number","2"
"HSM13","Commencement Notices","202102","2021 February","90","Limerick City and County","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","202102","2021 February","90","Limerick City and County","04","Number of residential units","Number","32"
"HSM13","Commencement Notices","202102","2021 February","90","Limerick City and County","05","Number of one-off residential units","Number","4"
"HSM13","Commencement Notices","202102","2021 February","91","Waterford City and County","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","202102","2021 February","91","Waterford City and County","04","Number of residential units","Number","8"
"HSM13","Commencement Notices","202102","2021 February","91","Waterford City and County","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","202102","2021 February","92","Tipperary County","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","202102","2021 February","92","Tipperary County","04","Number of residential units","Number","7"
"HSM13","Commencement Notices","202102","2021 February","92","Tipperary County","05","Number of one-off residential units","Number","7"
"HSM13","Commencement Notices","202103","2021 March","01","Carlow (County Council)","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","202103","2021 March","01","Carlow (County Council)","04","Number of residential units","Number","10"
"HSM13","Commencement Notices","202103","2021 March","01","Carlow (County Council)","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","202103","2021 March","02","Cavan (County Council)","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","202103","2021 March","02","Cavan (County Council)","04","Number of residential units","Number","8"
"HSM13","Commencement Notices","202103","2021 March","02","Cavan (County Council)","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","202103","2021 March","03","Clare (County Council)","03","Number of notices for residential development","Number","16"
"HSM13","Commencement Notices","202103","2021 March","03","Clare (County Council)","04","Number of residential units","Number","16"
"HSM13","Commencement Notices","202103","2021 March","03","Clare (County Council)","05","Number of one-off residential units","Number","16"
"HSM13","Commencement Notices","202103","2021 March","04","Cork (County Council)","03","Number of notices for residential development","Number","35"
"HSM13","Commencement Notices","202103","2021 March","04","Cork (County Council)","04","Number of residential units","Number","94"
"HSM13","Commencement Notices","202103","2021 March","04","Cork (County Council)","05","Number of one-off residential units","Number","31"
"HSM13","Commencement Notices","202103","2021 March","05","Donegal (County Council)","03","Number of notices for residential development","Number","33"
"HSM13","Commencement Notices","202103","2021 March","05","Donegal (County Council)","04","Number of residential units","Number","96"
"HSM13","Commencement Notices","202103","2021 March","05","Donegal (County Council)","05","Number of one-off residential units","Number","30"
"HSM13","Commencement Notices","202103","2021 March","06","Fingal (County Council)","03","Number of notices for residential development","Number","3"
"HSM13","Commencement Notices","202103","2021 March","06","Fingal (County Council)","04","Number of residential units","Number","3"
"HSM13","Commencement Notices","202103","2021 March","06","Fingal (County Council)","05","Number of one-off residential units","Number","3"
"HSM13","Commencement Notices","202103","2021 March","07","Galway (County Council)","03","Number of notices for residential development","Number","29"
"HSM13","Commencement Notices","202103","2021 March","07","Galway (County Council)","04","Number of residential units","Number","33"
"HSM13","Commencement Notices","202103","2021 March","07","Galway (County Council)","05","Number of one-off residential units","Number","28"
"HSM13","Commencement Notices","202103","2021 March","08","Kerry (County Council)","03","Number of notices for residential development","Number","17"
"HSM13","Commencement Notices","202103","2021 March","08","Kerry (County Council)","04","Number of residential units","Number","17"
"HSM13","Commencement Notices","202103","2021 March","08","Kerry (County Council)","05","Number of one-off residential units","Number","17"
"HSM13","Commencement Notices","202103","2021 March","09","Kildare (County Council)","03","Number of notices for residential development","Number","18"
"HSM13","Commencement Notices","202103","2021 March","09","Kildare (County Council)","04","Number of residential units","Number","114"
"HSM13","Commencement Notices","202103","2021 March","09","Kildare (County Council)","05","Number of one-off residential units","Number","11"
"HSM13","Commencement Notices","202103","2021 March","10","Kilkenny (County Council)","03","Number of notices for residential development","Number","13"
"HSM13","Commencement Notices","202103","2021 March","10","Kilkenny (County Council)","04","Number of residential units","Number","29"
"HSM13","Commencement Notices","202103","2021 March","10","Kilkenny (County Council)","05","Number of one-off residential units","Number","12"
"HSM13","Commencement Notices","202103","2021 March","11","Laois (County Council)","03","Number of notices for residential development","Number","4"
"HSM13","Commencement Notices","202103","2021 March","11","Laois (County Council)","04","Number of residential units","Number","4"
"HSM13","Commencement Notices","202103","2021 March","11","Laois (County Council)","05","Number of one-off residential units","Number","4"
"HSM13","Commencement Notices","202103","2021 March","12","Leitrim (County Council)","03","Number of notices for residential development","Number","3"
"HSM13","Commencement Notices","202103","2021 March","12","Leitrim (County Council)","04","Number of residential units","Number","3"
"HSM13","Commencement Notices","202103","2021 March","12","Leitrim (County Council)","05","Number of one-off residential units","Number","3"
"HSM13","Commencement Notices","202103","2021 March","14","Longford (County Council)","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","202103","2021 March","14","Longford (County Council)","04","Number of residential units","Number","8"
"HSM13","Commencement Notices","202103","2021 March","14","Longford (County Council)","05","Number of one-off residential units","Number","8"
"HSM13","Commencement Notices","202103","2021 March","15","Louth (County Council)","03","Number of notices for residential development","Number","14"
"HSM13","Commencement Notices","202103","2021 March","15","Louth (County Council)","04","Number of residential units","Number","71"
"HSM13","Commencement Notices","202103","2021 March","15","Louth (County Council)","05","Number of one-off residential units","Number","13"
"HSM13","Commencement Notices","202103","2021 March","16","Mayo (County Council)","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","202103","2021 March","16","Mayo (County Council)","04","Number of residential units","Number","8"
"HSM13","Commencement Notices","202103","2021 March","16","Mayo (County Council)","05","Number of one-off residential units","Number","8"
"HSM13","Commencement Notices","202103","2021 March","17","Meath (County Council)","03","Number of notices for residential development","Number","33"
"HSM13","Commencement Notices","202103","2021 March","17","Meath (County Council)","04","Number of residential units","Number","83"
"HSM13","Commencement Notices","202103","2021 March","17","Meath (County Council)","05","Number of one-off residential units","Number","29"
"HSM13","Commencement Notices","202103","2021 March","18","Monaghan (County Council)","03","Number of notices for residential development","Number","0"
"HSM13","Commencement Notices","202103","2021 March","18","Monaghan (County Council)","04","Number of residential units","Number","0"
"HSM13","Commencement Notices","202103","2021 March","18","Monaghan (County Council)","05","Number of one-off residential units","Number","0"
"HSM13","Commencement Notices","202103","2021 March","19","Offaly (County Council)","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","202103","2021 March","19","Offaly (County Council)","04","Number of residential units","Number","45"
"HSM13","Commencement Notices","202103","2021 March","19","Offaly (County Council)","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","202103","2021 March","20","Roscommon (County Council)","03","Number of notices for residential development","Number","13"
"HSM13","Commencement Notices","202103","2021 March","20","Roscommon (County Council)","04","Number of residential units","Number","13"
"HSM13","Commencement Notices","202103","2021 March","20","Roscommon (County Council)","05","Number of one-off residential units","Number","13"
"HSM13","Commencement Notices","202103","2021 March","21","Sligo (County Council)","03","Number of notices for residential development","Number","0"
"HSM13","Commencement Notices","202103","2021 March","21","Sligo (County Council)","04","Number of residential units","Number","0"
"HSM13","Commencement Notices","202103","2021 March","21","Sligo (County Council)","05","Number of one-off residential units","Number","0"
"HSM13","Commencement Notices","202103","2021 March","25","Westmeath (County Council)","03","Number of notices for residential development","Number","12"
"HSM13","Commencement Notices","202103","2021 March","25","Westmeath (County Council)","04","Number of residential units","Number","12"
"HSM13","Commencement Notices","202103","2021 March","25","Westmeath (County Council)","05","Number of one-off residential units","Number","12"
"HSM13","Commencement Notices","202103","2021 March","26","Wexford (County Council)","03","Number of notices for residential development","Number","16"
"HSM13","Commencement Notices","202103","2021 March","26","Wexford (County Council)","04","Number of residential units","Number","98"
"HSM13","Commencement Notices","202103","2021 March","26","Wexford (County Council)","05","Number of one-off residential units","Number","11"
"HSM13","Commencement Notices","202103","2021 March","27","Wicklow (County Council)","03","Number of notices for residential development","Number","4"
"HSM13","Commencement Notices","202103","2021 March","27","Wicklow (County Council)","04","Number of residential units","Number","58"
"HSM13","Commencement Notices","202103","2021 March","27","Wicklow (County Council)","05","Number of one-off residential units","Number","1"
"HSM13","Commencement Notices","202103","2021 March","29","Cork (City Council)","03","Number of notices for residential development","Number","1"
"HSM13","Commencement Notices","202103","2021 March","29","Cork (City Council)","04","Number of residential units","Number","20"
"HSM13","Commencement Notices","202103","2021 March","29","Cork (City Council)","05","Number of one-off residential units","Number","0"
"HSM13","Commencement Notices","202103","2021 March","30","Dublin (City Council)","03","Number of notices for residential development","Number","4"
"HSM13","Commencement Notices","202103","2021 March","30","Dublin (City Council)","04","Number of residential units","Number","4"
"HSM13","Commencement Notices","202103","2021 March","30","Dublin (City Council)","05","Number of one-off residential units","Number","4"
"HSM13","Commencement Notices","202103","2021 March","32","Dun Laoire/Rathdown (County Council)","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","202103","2021 March","32","Dun Laoire/Rathdown (County Council)","04","Number of residential units","Number","20"
"HSM13","Commencement Notices","202103","2021 March","32","Dun Laoire/Rathdown (County Council)","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","202103","2021 March","33","Galway (City Council)","03","Number of notices for residential development","Number","5"
"HSM13","Commencement Notices","202103","2021 March","33","Galway (City Council)","04","Number of residential units","Number","12"
"HSM13","Commencement Notices","202103","2021 March","33","Galway (City Council)","05","Number of one-off residential units","Number","3"
"HSM13","Commencement Notices","202103","2021 March","88","South Dublin Co. Co. (County Council)","03","Number of notices for residential development","Number","4"
"HSM13","Commencement Notices","202103","2021 March","88","South Dublin Co. Co. (County Council)","04","Number of residential units","Number","8"
"HSM13","Commencement Notices","202103","2021 March","88","South Dublin Co. Co. (County Council)","05","Number of one-off residential units","Number","3"
"HSM13","Commencement Notices","202103","2021 March","90","Limerick City and County","03","Number of notices for residential development","Number","16"
"HSM13","Commencement Notices","202103","2021 March","90","Limerick City and County","04","Number of residential units","Number","27"
"HSM13","Commencement Notices","202103","2021 March","90","Limerick City and County","05","Number of one-off residential units","Number","15"
"HSM13","Commencement Notices","202103","2021 March","91","Waterford City and County","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","202103","2021 March","91","Waterford City and County","04","Number of residential units","Number","28"
"HSM13","Commencement Notices","202103","2021 March","91","Waterford City and County","05","Number of one-off residential units","Number","7"
"HSM13","Commencement Notices","202103","2021 March","92","Tipperary County","03","Number of notices for residential development","Number","14"
"HSM13","Commencement Notices","202103","2021 March","92","Tipperary County","04","Number of residential units","Number","27"
"HSM13","Commencement Notices","202103","2021 March","92","Tipperary County","05","Number of one-off residential units","Number","12"
"HSM13","Commencement Notices","202104","2021 April","01","Carlow (County Council)","03","Number of notices for residential development","Number","12"
"HSM13","Commencement Notices","202104","2021 April","01","Carlow (County Council)","04","Number of residential units","Number","30"
"HSM13","Commencement Notices","202104","2021 April","01","Carlow (County Council)","05","Number of one-off residential units","Number","11"
"HSM13","Commencement Notices","202104","2021 April","02","Cavan (County Council)","03","Number of notices for residential development","Number","24"
"HSM13","Commencement Notices","202104","2021 April","02","Cavan (County Council)","04","Number of residential units","Number","71"
"HSM13","Commencement Notices","202104","2021 April","02","Cavan (County Council)","05","Number of one-off residential units","Number","18"
"HSM13","Commencement Notices","202104","2021 April","03","Clare (County Council)","03","Number of notices for residential development","Number","25"
"HSM13","Commencement Notices","202104","2021 April","03","Clare (County Council)","04","Number of residential units","Number","32"
"HSM13","Commencement Notices","202104","2021 April","03","Clare (County Council)","05","Number of one-off residential units","Number","24"
"HSM13","Commencement Notices","202104","2021 April","04","Cork (County Council)","03","Number of notices for residential development","Number","97"
"HSM13","Commencement Notices","202104","2021 April","04","Cork (County Council)","04","Number of residential units","Number","253"
"HSM13","Commencement Notices","202104","2021 April","04","Cork (County Council)","05","Number of one-off residential units","Number","86"
"HSM13","Commencement Notices","202104","2021 April","05","Donegal (County Council)","03","Number of notices for residential development","Number","20"
"HSM13","Commencement Notices","202104","2021 April","05","Donegal (County Council)","04","Number of residential units","Number","27"
"HSM13","Commencement Notices","202104","2021 April","05","Donegal (County Council)","05","Number of one-off residential units","Number","19"
"HSM13","Commencement Notices","202104","2021 April","06","Fingal (County Council)","03","Number of notices for residential development","Number","23"
"HSM13","Commencement Notices","202104","2021 April","06","Fingal (County Council)","04","Number of residential units","Number","316"
"HSM13","Commencement Notices","202104","2021 April","06","Fingal (County Council)","05","Number of one-off residential units","Number","12"
"HSM13","Commencement Notices","202104","2021 April","07","Galway (County Council)","03","Number of notices for residential development","Number","56"
"HSM13","Commencement Notices","202104","2021 April","07","Galway (County Council)","04","Number of residential units","Number","72"
"HSM13","Commencement Notices","202104","2021 April","07","Galway (County Council)","05","Number of one-off residential units","Number","53"
"HSM13","Commencement Notices","202104","2021 April","08","Kerry (County Council)","03","Number of notices for residential development","Number","33"
"HSM13","Commencement Notices","202104","2021 April","08","Kerry (County Council)","04","Number of residential units","Number","41"
"HSM13","Commencement Notices","202104","2021 April","08","Kerry (County Council)","05","Number of one-off residential units","Number","31"
"HSM13","Commencement Notices","202104","2021 April","09","Kildare (County Council)","03","Number of notices for residential development","Number","44"
"HSM13","Commencement Notices","202104","2021 April","09","Kildare (County Council)","04","Number of residential units","Number","623"
"HSM13","Commencement Notices","202104","2021 April","09","Kildare (County Council)","05","Number of one-off residential units","Number","18"
"HSM13","Commencement Notices","202104","2021 April","10","Kilkenny (County Council)","03","Number of notices for residential development","Number","27"
"HSM13","Commencement Notices","202104","2021 April","10","Kilkenny (County Council)","04","Number of residential units","Number","27"
"HSM13","Commencement Notices","202104","2021 April","10","Kilkenny (County Council)","05","Number of one-off residential units","Number","27"
"HSM13","Commencement Notices","202104","2021 April","11","Laois (County Council)","03","Number of notices for residential development","Number","20"
"HSM13","Commencement Notices","202104","2021 April","11","Laois (County Council)","04","Number of residential units","Number","104"
"HSM13","Commencement Notices","202104","2021 April","11","Laois (County Council)","05","Number of one-off residential units","Number","17"
"HSM13","Commencement Notices","202104","2021 April","12","Leitrim (County Council)","03","Number of notices for residential development","Number","4"
"HSM13","Commencement Notices","202104","2021 April","12","Leitrim (County Council)","04","Number of residential units","Number","8"
"HSM13","Commencement Notices","202104","2021 April","12","Leitrim (County Council)","05","Number of one-off residential units","Number","3"
"HSM13","Commencement Notices","202104","2021 April","14","Longford (County Council)","03","Number of notices for residential development","Number","11"
"HSM13","Commencement Notices","202104","2021 April","14","Longford (County Council)","04","Number of residential units","Number","11"
"HSM13","Commencement Notices","202104","2021 April","14","Longford (County Council)","05","Number of one-off residential units","Number","11"
"HSM13","Commencement Notices","202104","2021 April","15","Louth (County Council)","03","Number of notices for residential development","Number","20"
"HSM13","Commencement Notices","202104","2021 April","15","Louth (County Council)","04","Number of residential units","Number","317"
"HSM13","Commencement Notices","202104","2021 April","15","Louth (County Council)","05","Number of one-off residential units","Number","12"
"HSM13","Commencement Notices","202104","2021 April","16","Mayo (County Council)","03","Number of notices for residential development","Number","38"
"HSM13","Commencement Notices","202104","2021 April","16","Mayo (County Council)","04","Number of residential units","Number","44"
"HSM13","Commencement Notices","202104","2021 April","16","Mayo (County Council)","05","Number of one-off residential units","Number","36"
"HSM13","Commencement Notices","202104","2021 April","17","Meath (County Council)","03","Number of notices for residential development","Number","57"
"HSM13","Commencement Notices","202104","2021 April","17","Meath (County Council)","04","Number of residential units","Number","291"
"HSM13","Commencement Notices","202104","2021 April","17","Meath (County Council)","05","Number of one-off residential units","Number","48"
"HSM13","Commencement Notices","202104","2021 April","18","Monaghan (County Council)","03","Number of notices for residential development","Number","36"
"HSM13","Commencement Notices","202104","2021 April","18","Monaghan (County Council)","04","Number of residential units","Number","49"
"HSM13","Commencement Notices","202104","2021 April","18","Monaghan (County Council)","05","Number of one-off residential units","Number","35"
"HSM13","Commencement Notices","202104","2021 April","19","Offaly (County Council)","03","Number of notices for residential development","Number","32"
"HSM13","Commencement Notices","202104","2021 April","19","Offaly (County Council)","04","Number of residential units","Number","132"
"HSM13","Commencement Notices","202104","2021 April","19","Offaly (County Council)","05","Number of one-off residential units","Number","29"
"HSM13","Commencement Notices","202104","2021 April","20","Roscommon (County Council)","03","Number of notices for residential development","Number","23"
"HSM13","Commencement Notices","202104","2021 April","20","Roscommon (County Council)","04","Number of residential units","Number","23"
"HSM13","Commencement Notices","202104","2021 April","20","Roscommon (County Council)","05","Number of one-off residential units","Number","23"
"HSM13","Commencement Notices","202104","2021 April","21","Sligo (County Council)","03","Number of notices for residential development","Number","13"
"HSM13","Commencement Notices","202104","2021 April","21","Sligo (County Council)","04","Number of residential units","Number","41"
"HSM13","Commencement Notices","202104","2021 April","21","Sligo (County Council)","05","Number of one-off residential units","Number","11"
"HSM13","Commencement Notices","202104","2021 April","25","Westmeath (County Council)","03","Number of notices for residential development","Number","26"
"HSM13","Commencement Notices","202104","2021 April","25","Westmeath (County Council)","04","Number of residential units","Number","30"
"HSM13","Commencement Notices","202104","2021 April","25","Westmeath (County Council)","05","Number of one-off residential units","Number","25"
"HSM13","Commencement Notices","202104","2021 April","26","Wexford (County Council)","03","Number of notices for residential development","Number","50"
"HSM13","Commencement Notices","202104","2021 April","26","Wexford (County Council)","04","Number of residential units","Number","118"
"HSM13","Commencement Notices","202104","2021 April","26","Wexford (County Council)","05","Number of one-off residential units","Number","46"
"HSM13","Commencement Notices","202104","2021 April","27","Wicklow (County Council)","03","Number of notices for residential development","Number","41"
"HSM13","Commencement Notices","202104","2021 April","27","Wicklow (County Council)","04","Number of residential units","Number","320"
"HSM13","Commencement Notices","202104","2021 April","27","Wicklow (County Council)","05","Number of one-off residential units","Number","34"
"HSM13","Commencement Notices","202104","2021 April","29","Cork (City Council)","03","Number of notices for residential development","Number","14"
"HSM13","Commencement Notices","202104","2021 April","29","Cork (City Council)","04","Number of residential units","Number","112"
"HSM13","Commencement Notices","202104","2021 April","29","Cork (City Council)","05","Number of one-off residential units","Number","5"
"HSM13","Commencement Notices","202104","2021 April","30","Dublin (City Council)","03","Number of notices for residential development","Number","15"
"HSM13","Commencement Notices","202104","2021 April","30","Dublin (City Council)","04","Number of residential units","Number","128"
"HSM13","Commencement Notices","202104","2021 April","30","Dublin (City Council)","05","Number of one-off residential units","Number","9"
"HSM13","Commencement Notices","202104","2021 April","32","Dun Laoire/Rathdown (County Council)","03","Number of notices for residential development","Number","32"
"HSM13","Commencement Notices","202104","2021 April","32","Dun Laoire/Rathdown (County Council)","04","Number of residential units","Number","569"
"HSM13","Commencement Notices","202104","2021 April","32","Dun Laoire/Rathdown (County Council)","05","Number of one-off residential units","Number","10"
"HSM13","Commencement Notices","202104","2021 April","33","Galway (City Council)","03","Number of notices for residential development","Number","5"
"HSM13","Commencement Notices","202104","2021 April","33","Galway (City Council)","04","Number of residential units","Number","126"
"HSM13","Commencement Notices","202104","2021 April","33","Galway (City Council)","05","Number of one-off residential units","Number","3"
"HSM13","Commencement Notices","202104","2021 April","88","South Dublin Co. Co. (County Council)","03","Number of notices for residential development","Number","22"
"HSM13","Commencement Notices","202104","2021 April","88","South Dublin Co. Co. (County Council)","04","Number of residential units","Number","524"
"HSM13","Commencement Notices","202104","2021 April","88","South Dublin Co. Co. (County Council)","05","Number of one-off residential units","Number","9"
"HSM13","Commencement Notices","202104","2021 April","90","Limerick City and County","03","Number of notices for residential development","Number","44"
"HSM13","Commencement Notices","202104","2021 April","90","Limerick City and County","04","Number of residential units","Number","147"
